PosWord	Value
便是	0.771868 
强调	0.771885 
批量激活	0.771933 
灵魂	0.771988 
总公司	0.772021 
8分	0.772104 
较为	0.772230 
赃	0.772266 
朔	0.772306 
挑花	0.772327 
管家	0.772548 
阖家欢乐	0.772610 
为数不多	0.772783 
风靡一时	0.772867 
进入	0.773204 
打雷	0.773321 
最低价	0.773426 
脚印	0.773690 
22日	0.773712 
电脑笔记本	0.773721 
个同时	0.773740 
电路设计	0.773755 
响亮	0.773760 
高攀	0.773843 
随和	0.773936 
建模	0.774081 
产	0.774153 
实事求是	0.774181 
集体舞	0.774412 
苹果系统	0.774459 
极其差评	0.774562 
然	0.774583 
关乎	0.774663 
被窝	0.774820 
一代	0.774874 
个瑕疵	0.774960 
热线	0.774980 
华硕显	0.775052 
代工	0.775292 
个箱子	0.775303 
上王者	0.775429 
卡比	0.775432 
凡是	0.775433 
金钱	0.775478 
彗	0.775489 
当场	0.775551 
报道	0.775825 
太阳	0.775920 
年限	0.775935 
戳	0.775969 
组团	0.776025 
上半年	0.776077 
航行	0.776087 
补寄	0.776183 
输入	0.776547 
蟹	0.776629 
镂空	0.776676 
求证	0.776705 
毛桃	0.776800 
彗星	0.776977 
停电	0.777013 
做事	0.777040 
鲜血	0.777044 
老早	0.777390 
条例	0.777441 
医学院	0.777601 
如花	0.777645 
不免	0.777677 
桌	0.777843 
冲压	0.777938 
欠	0.778036 
凑热闹	0.778052 
驾驭	0.778071 
十足	0.778084 
高昂	0.778196 
四大	0.778357 
是非	0.778453 
回访	0.778511 
万岁	0.778551 
查查	0.778672 
黑麦	0.778758 
相符	0.778796 
痴	0.778804 
洋葱	0.778845 
卸掉	0.778974 
深沉	0.779089 
正视	0.779106 
金刚	0.779165 
男人	0.779840 
唐	0.779842 
事宜	0.779851 
麦雪儿	0.779966 
大餐	0.780017 
扩展	0.780195 
肚	0.780591 
干燥	0.780676 
雪花	0.780747 
祝火影	0.781029 
磁感应	0.781039 
加8g内存	0.781083 
特此	0.781178 
周正	0.781819 
清昕	0.782021 
本体	0.782122 
00点	0.782224 
好久	0.782251 
想念	0.782264 
一条龙	0.782343 
键盘打字	0.782499 
睛	0.782569 
饰	0.782579 
於	0.782683 
个雷神	0.783039 
接线	0.783129 
答卷	0.783308 
亏本	0.783324 
2018年	0.783476 
良方	0.783769 
竞	0.783775 
换汤不换药	0.783853 
心愿	0.783935 
拯救	0.783937 
居家	0.784219 
无可比拟	0.784282 
分立	0.784339 
文书	0.784379 
银川	0.784445 
律动	0.784517 
精品	0.784572 
躺	0.784818 
待人	0.784883 
25万	0.785302 
尺	0.785360 
倔	0.785445 
大洋	0.785658 
啊哈哈哈	0.785734 
上升级	0.785818 
帝	0.785839 
办事	0.785880 
折扣	0.785927 
两三百	0.785935 
三四五千	0.786122 
尸	0.786305 
都飚	0.786413 
盖子	0.786475 
切身	0.786523 
要强	0.786642 
七千	0.786717 
解码器	0.786720 
乐器	0.786767 
适用性	0.787259 
23秒	0.787344 
个自动	0.787524 
视觉	0.787877 
让利	0.788188 
要说	0.788221 
箱内	0.788319 
定位	0.788359 
祝炫龙	0.788374 
活动页	0.788386 
东人	0.788769 
时尚	0.788841 
打造	0.788946 
出国	0.789242 
牵	0.789278 
延庆	0.789395 
诠释	0.789421 
个鼠标垫	0.789464 
埋藏	0.789498 
提早	0.789674 
维修	0.789855 
见证	0.789990 
不用	0.790100 
盘弄	0.790293 
综合症	0.790401 
是因为	0.790456 
三百	0.790488 
建兴	0.790784 
调速	0.790852 
跟踪	0.790864 
急救	0.790997 
15万7	0.791090 
层层	0.791128 
痴迷	0.791151 
下雨	0.791178 
46秒	0.791212 
认证	0.791246 
弥勒	0.791330 
一两千	0.791471 
您好	0.791720 
茂	0.792068 
麦晓	0.792080 
大家	0.792088 
原色	0.792521 
客官	0.792559 
尽责	0.792625 
钢琴	0.792747 
家庭版	0.792844 
外文	0.793199 
一：	0.793507 
功能性	0.793646 
一两百	0.793765 
梳理	0.793797 
回车	0.793923 
水印	0.794018 
职业	0.794278 
嘎嘎	0.794325 
店面	0.794362 
上光影	0.794457 
柔	0.794506 
汉	0.794611 
言	0.794805 
本金	0.794808 
密集	0.794852 
太贵	0.794887 
国际性	0.794906 
三分	0.794931 
上只能	0.794992 
原价	0.795061 
措施	0.795087 
卓实	0.795163 
一家店	0.795191 
易如反掌	0.795214 
发射	0.795258 
个非常	0.795384 
散热口	0.795422 
容	0.795644 
送给外甥	0.795664 
验收	0.795746 
正常开机	0.795843 
啃	0.796136 
裟	0.796218 
圆通	0.796262 
集体	0.796294 
立体声	0.796846 
土司	0.796967 
包装盒	0.797155 
如下	0.797186 
频率	0.797303 
西昌	0.797485 
浑身	0.797517 
慧兴	0.797601 
先验	0.798236 
激活系统	0.798282 
七彩	0.798290 
扫雷	0.798313 
后勤	0.798504 
二三	0.798669 
工艺	0.798971 
阵阵	0.799032 
化解	0.799311 
真章	0.799420 
简化	0.799452 
预留	0.799473 
观念	0.799571 
隐患	0.799655 
个ssd	0.799780 
得出	0.799797 
裤腰带	0.799897 
潜力	0.799952 
火炉	0.800016 
平复	0.800035 
猫	0.800110 
血	0.800179 
15.9万	0.800190 
行情	0.800239 
国家	0.800278 
住宿	0.800329 
四川	0.800348 
花哨	0.800372 
专注	0.800398 
老鼠	0.800751 
春节前夕	0.801121 
商用	0.801175 
上盖子	0.801192 
写写	0.801192 
一logo	0.801199 
更胜一筹	0.801226 
大马	0.801607 
美声	0.801663 
排气	0.801787 
泡沫	0.801896 
宜	0.801916 
艳阳	0.801964 
罡	0.801976 
颐	0.802021 
补丁	0.802084 
许可证	0.802108 
硕	0.802354 
拉丝	0.802482 
排名	0.802505 
当前	0.802600 
联系	0.802670 
当下	0.802756 
上看不到	0.803028 
第七	0.803079 
试图	0.803454 
应付	0.803458 
退休	0.803543 
心中	0.803544 
外露	0.803556 
截止	0.803613 
老外	0.803746 
心服	0.803933 
起飞	0.803992 
呈现	0.804270 
像样	0.804315 
平日	0.804449 
外号	0.804728 
纹饰	0.804840 
18万+	0.804843 
理论	0.804859 
构造	0.805057 
上标志	0.805196 
组合音响	0.805302 
小学生	0.805377 
镀	0.805546 
配送员	0.805552 
唯唯诺诺	0.805749 
成败	0.805800 
墙纸	0.806060 
拔掉	0.806400 
帮衬	0.806410 
花费	0.806664 
配有	0.806746 
品牌笔记本	0.806892 
西游	0.806944 
心肝	0.807152 
小学	0.807262 
登机	0.807367 
至极	0.807402 
棱	0.807456 
分摊	0.807691 
个序列号	0.807718 
放过	0.807738 
噪	0.807866 
对待	0.807981 
模	0.807986 
沉淀	0.808039 
铁丝	0.808167 
忙活	0.808270 
24万	0.808780 
顿卡	0.808831 
品牌没有	0.809504 
丸子	0.810024 
路卡	0.810388 
建筑	0.810426 
附属	0.810434 
硬朗	0.810480 
赫兹	0.810582 
加宏	0.810697 
遁	0.810805 
上ssd	0.810826 
一点：	0.810948 
重申	0.810975 
材料	0.811143 
失	0.811150 
社会	0.811468 
安装驱动	0.811525 
相关	0.811540 
个顽石	0.811580 
倒梯形	0.811824 
屏幕表现	0.811847 
包裹	0.812191 
扰	0.812300 
精简	0.812321 
蝰蛇	0.812526 
黑红	0.812604 
挑	0.812625 
图案	0.812867 
事后	0.812875 
北	0.812926 
壳子	0.812987 
打开机器	0.813036 
个旗舰	0.813259 
长辈	0.813278 
犹疑	0.813286 
发光	0.813355 
幻影	0.813375 
舒	0.813675 
映射	0.813862 
塑	0.813960 
爆米花	0.814521 
书房	0.814627 
探长	0.814629 
长春	0.814794 
高低	0.815077 
加急	0.815079 
编	0.815226 
报税	0.815596 
预	0.815611 
明目张胆	0.815851 
做法	0.815924 
气垫	0.816052 
上win7	0.816311 
自有	0.816439 
韩国	0.816523 
效	0.816895 
炼狱	0.816939 
迈克	0.816971 
二百	0.817133 
蕾	0.817187 
镇上	0.817225 
硬盘速度	0.817367 
药	0.817772 
个4gb	0.817828 
老大难	0.817939 
房子	0.817983 
泰隆	0.817989 
多种	0.818113 
防震	0.818259 
搭载	0.818368 
法拉利	0.818529 
屈	0.818563 
光洁	0.818949 
一点点零	0.819303 
一筹	0.819432 
男性	0.819711 
接到	0.819805 
大头	0.819874 
指示	0.820149 
专心	0.820197 
各样	0.820222 
不已	0.820425 
七八百	0.820735 
耳目一新	0.820757 
上价格	0.820778 
乐乐	0.821045 
有限公司	0.821356 
财政部长	0.821530 
速率	0.821544 
算法	0.821618 
输给	0.821643 
旗	0.821757 
比拟	0.822139 
珊	0.822252 
排位	0.822280 
薇薇	0.822285 
随心所欲	0.822491 
老化	0.822569 
区分	0.822679 
镁	0.822769 
权	0.822886 
杰杰	0.823116 
选择性	0.823227 
收成	0.823228 
战雄	0.823373 
选中	0.823388 
五月	0.823423 
西安	0.823432 
湛蓝	0.823491 
生存	0.823797 
4万5	0.823807 
靠近	0.824076 
汪汪	0.824222 
后来者	0.824256 
抬	0.824322 
上海	0.825047 
文案	0.825137 
下岗	0.825141 
访问	0.825238 
项背	0.825349 
复制	0.825470 
剩余	0.825535 
负面	0.825557 
车头	0.826035 
舟	0.826061 
具有	0.826188 
橘黄	0.826227 
猥琐	0.826402 
加速	0.826468 
雷疯	0.826609 
春秋	0.826792 
表面	0.826959 
木纹	0.826999 
小何	0.827107 
坐标	0.827164 
酷酷酷	0.827174 
替换	0.827298 
年终奖	0.827999 
意识	0.828572 
炫目	0.828638 
做人	0.828908 
个雷疯	0.828920 
姿	0.829469 
月工资	0.829482 
寻思	0.829604 
玩火	0.829610 
儿童	0.829612 
联想售	0.829713 
仿	0.829910 
意想	0.829934 
热门	0.830204 
脑海	0.830233 
标榜	0.830357 
侧	0.830468 
韩信	0.831026 
空格键	0.831055 
底盘	0.831623 
溢于言表	0.832301 
轰天雷	0.832850 
鲜艳	0.832903 
当面	0.833150 
冲天	0.833464 
载	0.833582 
吃紧	0.833732 
坚挺	0.834557 
群体	0.834628 
寻觅	0.834808 
钢铁侠	0.834972 
查阅	0.835056 
游说	0.835300 
旗舰	0.835312 
库	0.835570 
个模式	0.835930 
镖局	0.835992 
菜鸟仓	0.836093 
成立	0.836484 
制造	0.836728 
轿	0.837011 
老少	0.837785 
婷婷	0.837866 
守护神	0.838121 
菱角	0.838292 
唐代	0.838665 
上市	0.838897 
热量	0.839055 
选定	0.839763 
顿时	0.839961 
打折扣	0.840026 
热风	0.840103 
纸板	0.840244 
仲达	0.841722 
上机械师	0.842205 
段位	0.842312 
该机	0.842478 
国际	0.842508 
迎娶	0.842853 
c面	0.843243 
深圳	0.843375 
荞麦	0.843419 
拿出	0.843800 
巴	0.844010 
微小	0.844103 
蘸	0.844572 
阿拉	0.844641 
察觉	0.844786 
联想产品	0.845099 
成万	0.845350 
网通	0.845392 
势	0.845530 
走过	0.845660 
实实在在	0.845744 
绚烂	0.845892 
构	0.846188 
两边	0.846218 
南方	0.846270 
住房	0.846298 
附着	0.846468 
无影无踪	0.846624 
交给	0.847005 
个性化	0.847018 
场合	0.847235 
打工仔	0.847276 
受到	0.847300 
传奇	0.847302 
粮食	0.847470 
家族	0.847955 
比戴尔	0.848439 
上岗	0.848564 
挑食	0.848618 
琪琪	0.849002 
挺	0.849338 
29日	0.849652 
巴士	0.850709 
虞姬	0.851107 
学府	0.851908 
扒开	0.852184 
大数据	0.852645 
物流信息	0.853117 
棱角	0.853177 
恰到好处	0.853336 
右手	0.853530 
趟	0.853542 
支座	0.853548 
业务员	0.853560 
做成	0.854122 
初始	0.854171 
候	0.854419 
真心	0.854601 
耐力	0.855147 
十二分	0.855891 
革	0.855996 
悍将	0.856973 
答疑	0.857079 
1989年	0.857159 
广场	0.857387 
开祯	0.857713 
好好	0.857782 
威震天	0.857900 
投射	0.857912 
巧克力	0.858139 
绿茶	0.858479 
理财	0.858611 
个紫色	0.858694 
百般	0.858889 
赏	0.859155 
仕	0.859472 
破解	0.859595 
救护车	0.859699 
全速	0.859803 
协商	0.860474 
圆弧	0.860884 
通明	0.861409 
网点	0.861433 
柱	0.861520 
面板	0.862174 
打听	0.862277 
低效	0.862664 
抹	0.863247 
刁钻	0.863583 
记忆	0.864101 
面容	0.864600 
宾至如归	0.865066 
碟	0.865543 
光驱位	0.865913 
标明	0.866202 
花纹	0.866761 
规则	0.866915 
以次	0.866973 
有利于	0.867270 
水晶	0.867430 
劝说	0.867493 
冰冻	0.867730 
加热	0.867842 
玻璃	0.868478 
上容易	0.868495 
麦萌	0.868723 
有时候声音	0.869651 
电脑业	0.870303 
充电玩	0.870552 
照射	0.870989 
晾	0.871197 
管仲	0.871218 
萌萌	0.871300 
寻求	0.872813 
被动	0.873483 
开机启动项	0.873878 
神秘感	0.874093 
服务站	0.874130 
言简意赅	0.874766 
成型	0.874787 
旋风	0.874815 
本子	0.875062 
华为	0.875114 
烈士	0.875709 
隐性	0.875806 
过渡	0.876931 
犹如	0.877012 
策划	0.877282 
令人担忧	0.877483 
罗永浩	0.878299 
关联	0.879141 
之下	0.880305 
晓	0.880901 
周瑜	0.880937 
硬仗	0.881299 
精神	0.881457 
皎月	0.881668 
迈克菲	0.881810 
全球	0.882286 
物色	0.882508 
终	0.883228 
加高	0.884332 
士	0.884462 
人物	0.884648 
扑面而来	0.884965 
尾部	0.886912 
超溥	0.887369 
麦苗	0.887498 
剧情	0.888142 
擦拭	0.888298 
收纳	0.888500 
82分	0.889569 
逊	0.889574 
弃	0.890251 
弱项	0.890690 
熄灯	0.891381 
技术员	0.893326 
个机会	0.894440 
注册表	0.894968 
对策	0.895192 
吴亦凡	0.896328 
进程	0.896905 
上技术	0.897195 
象	0.898088 
常亮	0.898317 
底价	0.898748 
1.8万	0.898951 
百分之九十六	0.899050 
双子	0.899429 
香草	0.900063 
虎	0.900542 
激情	0.900768 
个损坏	0.901914 
象征	0.903584 
展翅	0.903661 
遥控器	0.904463 
至多	0.905012 
斜切	0.905845 
一无是处	0.906049 
嫖	0.906843 
五星	0.908679 
轰天	0.909375 
海淘	0.909462 
打瞌睡	0.910007 
新政	0.911083 
入侵	0.911870 
轮换	0.911912 
菲菲	0.911945 
煎	0.912519 
民族	0.913849 
面积	0.914059 
何以	0.914387 
白银	0.915685 
雷哥	0.916807 
浸	0.917306 
个话费	0.917659 
看走眼	0.918938 
一丝一毫	0.919283 
连声	0.920334 
朝发夕至	0.921297 
维修点	0.922094 
牵扯	0.922860 
5千万	0.924536 
恩恩	0.926173 
撼动	0.926979 
画蛇添足	0.926990 
门外	0.927320 
个棒棒哒	0.928224 
战绩	0.929531 
个强力	0.930045 
套间	0.930068 
整体	0.930134 
所有	0.931091 
声道	0.931342 
显目	0.932125 
淋漓	0.932719 
处在	0.935415 
二来	0.938808 
深化	0.939060 
麦锋	0.940111 
源	0.940348 
更	0.942614 
需要	0.942662 
妾	0.942848 
乌鲁木齐	0.947072 
名节	0.949171 
独占鳌头	0.949726 
锉	0.950537 
服务态度	0.950716 
全国	0.950865 
高深	0.951557 
加宽	0.951706 
上的确	0.954329 
渐变	0.954640 
配音	0.956965 
异地	0.957597 
苏晓	0.958180 
完全	0.958620 
咯	0.959305 
臻	0.959940 
食物	0.960191 
不容忽视	0.960417 
电报	0.961622 
要领	0.962063 
整体来说	0.964965 
提名	0.969702 
三合一	0.970392 
上信誉	0.972272 
倒装	0.973720 
小青年	0.977043 
领带	0.977431 
一忽儿	0.978225 
李白	0.978668 
个小朋友	0.979605 
个服务	0.981242 
鼠标位	0.981500 
英朗	0.982159 
佣	0.982211 
生产批号	0.984729 
空壳	0.986691 
12.8万	0.990967 
日夜	0.995361 
满分	0.998700 
一次购物	1.000298 
懒觉	1.002526 
礼物	1.005408 
以后	1.007056 
新型	1.013258 
菜	1.013766 
赝品	1.016450 
真的	1.017902 
客服服务	1.019388 
棒棒	1.021045 
回眸	1.021563 
打扮	1.024460 
讲	1.028373 
导购员	1.029311 
出其不意	1.031431 
凯甲	1.032773 
特	1.040574 
慧眼	1.041326 
交互	1.041563 
男友	1.043774 
过场	1.044127 
刘建章	1.049232 
棒	1.049395 
转让	1.050368 
不少	1.051130 
相当	1.053277 
越级	1.058053 
实物	1.058216 
说不清	1.061472 
腮	1.064337 
上稳定	1.066325 
山水	1.068479 
推磨	1.076754 
希望可以	1.076893 
很	1.083579 
一说话	1.085301 
皮皮鲁	1.085721 
又惊又喜	1.087069 
赞	1.087409 
外人	1.090105 
正	1.091859 
极	1.095175 
耐	1.095193 
中	1.095304 
公用	1.096339 
包包真	1.097341 
皮包	1.099089 
各项	1.099962 
车间	1.101113 
时	1.102027 
新月	1.103727 
新增	1.104832 
巫	1.105890 
小邓	1.106381 
上戴尔	1.106945 
舅子	1.107186 
顺祝	1.107242 
能够	1.110508 
个快递员	1.112161 
相斥	1.112409 
预期	1.112619 
车子	1.117386 
一次	1.119903 
正品	1.122112 
一千五	1.122145 
收到货	1.126000 
慧婷	1.132702 
东东	1.133282 
体验	1.134100 
宝物	1.136062 
服	1.136512 
公事	1.136658 
放	1.142669 
往常	1.142891 
格略	1.143957 
宵	1.145127 
回国	1.145506 
优越感	1.146806 
严紧	1.148227 
家	1.149326 
挥舞	1.150977 
夜莺	1.151771 
太极拳	1.151996 
晴天	1.154085 
制品	1.155004 
心里话	1.156661 
不赖	1.159731 
货真价实	1.161160 
17.4万	1.162414 
喜孜孜	1.162901 
画面	1.163797 
各别	1.164987 
意	1.167707 
排解	1.169829 
每家	1.170464 
哦o哦	1.174574 
轰炸机	1.174609 
超值	1.175865 
康桑阿米达	1.178050 
海星	1.178798 
四千八	1.179575 
够	1.179711 
学	1.179817 
小冯	1.181408 
开封	1.182656 
貌	1.183445 
个实用	1.184942 
跳水	1.186624 
大手笔	1.188633 
发落	1.189092 
寒流	1.189633 
默默无闻	1.190460 
嘻嘻嘻	1.190479 
恼	1.192262 
贺卡	1.192634 
漏	1.197889 
冷傲	1.201457 
学习学习	1.201591 
上追评	1.201804 
妹子	1.205191 
玉	1.205308 
慧真	1.206524 
臊	1.207087 
阿弥陀佛	1.208027 
芽	1.212124 
关注	1.213371 
钞	1.214418 
洛阳	1.214627 
冬冬	1.215298 
金克思	1.215997 
桔梗	1.216039 
眼前	1.216725 
单色	1.218031 
气势	1.218997 
想象	1.219475 
定购	1.220007 
对得起	1.221952 
苍茫	1.223183 
薪	1.225283 
数日	1.227012 
点问题	1.227954 
十七万六千	1.229595 
饿	1.229673 
跟描述	1.230031 
超时	1.230465 
大气	1.230497 
袖	1.230503 
抽签	1.232179 
主人	1.232386 
懂	1.232530 
划算	1.234074 
护理	1.235038 
十一三	1.235075 
称作	1.235786 
意想不到	1.235858 
一定	1.236167 
这次	1.237256 
聚	1.238272 
成成	1.238684 
个萌萌哒	1.239847 
鉴别	1.239891 
合一	1.240035 
购物	1.242145 
炒鸡	1.242854 
说明书	1.243390 
力求	1.245711 
素养	1.246022 
赞赞	1.246314 
抗拒	1.246413 
个学生	1.248028 
清	1.248140 
跟客	1.248800 
传说	1.249692 
认为	1.250028 
并驾齐驱	1.250449 
非常喜欢	1.251014 
个生产	1.253830 
利弊	1.254662 
好好好好	1.255403 
轻重	1.256412 
外衣	1.256520 
特快	1.259207 
耶	1.259530 
介绍所	1.260979 
小钢炮	1.261229 
网购	1.262137 
在握	1.262427 
百分之四点五	1.262874 
距	1.262948 
看见	1.263328 
青天	1.264067 
快快	1.264143 
联保	1.265797 
沟通	1.266334 
激发	1.266696 
介绍	1.268303 
作流	1.269355 
上旺旺	1.269576 
百分之一	1.269921 
闪耀	1.271941 
出厂	1.272481 
上机子	1.273412 
个收到	1.273508 
音效	1.274883 
钎	1.275083 
雀	1.275484 
缚	1.276123 
成果	1.278167 
赞赞赞赞赞	1.278248 
好好先生	1.278419 
念书	1.278865 
上细节	1.279855 
依然如故	1.283019 
个灰常	1.283021 
上质感	1.283625 
女生	1.284098 
指南	1.286439 
版	1.286931 
来劲	1.287999 
完美性	1.288433 
听	1.289388 
顺畅	1.290029 
2千	1.290384 
计算机	1.290610 
超级赞	1.291102 
简单易行	1.291883 
美美	1.293398 
村里	1.293940 
食言	1.294733 
机器质量	1.295122 
耐用品	1.297927 
个使用	1.299053 
抄写	1.299239 
夸	1.299607 
160万	1.299828 
分类	1.299885 
强势	1.301823 
变流器	1.303107 
暗度陈仓	1.303555 
抢	1.303976 
硬件配置	1.305203 
一骗子	1.306962 
海军	1.307318 
采购	1.307886 
随行	1.307910 
家居	1.307972 
高考	1.308965 
遥祝	1.309001 
微薄	1.309111 
开心开心开心	1.309624 
强悍	1.310623 
个排风	1.311331 
秤	1.313061 
赶脚	1.316601 
救星	1.316902 
上选择	1.317020 
图样	1.318236 
苹果	1.318760 
推荐推荐	1.318833 
舞蹈	1.318894 
查看	1.319209 
雷神	1.319415 
增值税	1.319532 
服务业	1.319551 
枪手	1.320268 
十分之	1.321549 
爱不释手	1.322940 
哈哈哈哈哈哈	1.323433 
下次	1.323582 
喝酒	1.324241 
圣诞	1.325445 
蕊	1.326899 
气性	1.326948 
明朗	1.328060 
大学生	1.329519 
半夜三更	1.330033 
宣称	1.330416 
手里	1.330499 
越加	1.331151 
释疑	1.331667 
讨教	1.332056 
上非常	1.332162 
个本本	1.332334 
个优化	1.333340 
1千	1.333924 
手提箱	1.335074 
康	1.335550 
宣示	1.336050 
考级	1.336090 
相	1.337593 
遇到	1.338243 
男票	1.338445 
迅猛	1.338447 
业余	1.339376 
长久	1.339394 
话	1.339618 
黑鹰	1.339754 
商场	1.340105 
火影	1.340608 
麦本本	1.340775 
一发货	1.341776 
东子	1.343398 
羊	1.343691 
背书	1.343895 
大爱	1.344744 
挠头	1.345022 
光效	1.346472 
费话	1.346544 
戴睿	1.346756 
瓶子	1.347192 
传授	1.347882 
实体店	1.348561 
打字机	1.349307 
不同凡响	1.349866 
打电话	1.350210 
价廉物美	1.350659 
取胜	1.351162 
宝	1.351496 
一成不变	1.352407 
品	1.352616 
黑真	1.353332 
感恩节	1.354580 
山区	1.356384 
夕	1.357109 
售票	1.358202 
实话	1.358827 
小姑娘	1.359087 
普通	1.359687 
扇	1.363015 
物美	1.365032 
谢客	1.365430 
探索	1.366074 
评定	1.366322 
发绿	1.366587 
龙腾	1.366997 
作图	1.367007 
一次购买	1.367314 
提包	1.368396 
精美绝伦	1.368571 
生意	1.368901 
表述	1.369126 
豪气	1.369683 
深表	1.369816 
关键	1.374020 
爱炫龙	1.374630 
庆生	1.374787 
坠	1.374823 
京东	1.374987 
点赞	1.375346 
转告	1.375366 
首选	1.375643 
老总	1.377339 
随即	1.377544 
长期	1.377769 
跑前跑后	1.379607 
盘石	1.379679 
个麦粉	1.379769 
个保障	1.380024 
节奏感	1.380521 
全家人	1.381099 
必复	1.382149 
别国	1.382241 
神船	1.382302 
授	1.382945 
不算	1.383495 
鹏	1.384040 
土豪	1.385705 
跟进	1.386233 
楚楚	1.386324 
三番五次	1.387462 
闯	1.387808 
越来越	1.389291 
模样	1.391425 
各异	1.391893 
相思	1.392881 
无色	1.393722 
丝绵	1.393761 
之中	1.394005 
性价	1.394070 
汛	1.395425 
社交	1.397808 
结婚	1.397852 
同类	1.398018 
弘	1.398615 
摸	1.398828 
情人节	1.399626 
水平	1.399950 
用度	1.400690 
上网点	1.400979 
本当	1.401192 
近乎	1.402400 
牌子	1.402587 
一千	1.402835 
力全	1.402928 
男	1.403652 
落地	1.404078 
阿木木	1.404320 
买卖	1.405727 
述说	1.406702 
初期	1.407774 
催逼	1.408016 
技工	1.409665 
九千二百	1.409682 
学弟	1.411865 
减压	1.413148 
第4	1.413370 
二千	1.414772 
老师	1.415994 
织布	1.418002 
阿姨	1.418567 
嘿嘿嘿	1.418830 
后援	1.419061 
品牌	1.419694 
大器	1.420316 
祝	1.421097 
可嘉	1.422062 
序列号	1.422385 
极其	1.422394 
好友	1.422412 
正平	1.424742 
观看	1.425396 
男生	1.425490 
琢磨	1.425670 
沸	1.426032 
验证	1.426052 
一向	1.427170 
提供	1.428391 
重力	1.428812 
等候	1.429086 
大屏	1.429107 
和气	1.429551 
一打开	1.430334 
香味	1.430872 
小龙	1.430925 
神州笔记本电脑	1.431937 
宠	1.432131 
善待	1.432161 
证书	1.432550 
小件	1.433144 
冷水	1.433483 
辈	1.433852 
销售网	1.434436 
新款	1.434711 
过重	1.436539 
一机械	1.437604 
讨	1.437717 
阶级	1.438458 
一比较	1.438546 
个广告	1.439329 
罗	1.439466 
泰隆提莫	1.439692 
差额	1.439712 
查询	1.440016 
下派	1.440023 
易	1.440622 
外科	1.441269 
六万七	1.441865 
连夜	1.442246 
此次	1.442500 
吕奉先	1.443106 
九鼎	1.443746 
磨砂	1.444217 
析	1.444605 
确	1.445079 
挺仔细	1.445690 
王思聪	1.445708 
预警	1.446021 
外星人	1.446365 
闪亮	1.446561 
层	1.446771 
深蓝色	1.448025 
总归	1.448098 
思虑	1.448349 
迷航	1.450297 
数落	1.450874 
干燥剂	1.450990 
名不虚传	1.451038 
华硕灵	1.451156 
言论	1.452068 
凤	1.452491 
五星级	1.452695 
塑料件	1.454047 
伴	1.454076 
个妹子	1.454670 
娇羞	1.454707 
起来	1.455258 
提速	1.457740 
个赞赞	1.458090 
签收	1.459176 
保障	1.459507 
洪亮	1.460723 
孩子学习	1.461022 
需要适应	1.461202 
神州	1.462088 
情怀	1.462812 
工资	1.465777 
加入	1.465899 
救兵	1.465947 
过硬	1.466194 
串	1.466295 
真挚	1.466432 
直至	1.466553 
糙	1.467095 
慧星人	1.467609 
存活	1.468158 
保护性	1.468437 
鑫	1.468469 
穿	1.468536 
和尚	1.469745 
逐渐	1.470123 
口碑	1.470187 
思维	1.470414 
博	1.472115 
万事	1.472165 
几百	1.472372 
个告诉	1.472437 
憾	1.472540 
客服人员	1.472744 
相像	1.474491 
无悔	1.474633 
阿飞	1.475873 
维达	1.475926 
佳绩	1.476126 
可谓	1.476612 
卧房	1.476709 
场强	1.477306 
款产品	1.477729 
小黄	1.478343 
究竟	1.478430 
入学	1.478697 
文静	1.478842 
绝	1.479348 
岭	1.479805 
深色	1.480629 
提前	1.481224 
货单	1.482181 
做好	1.482271 
涨	1.482883 
百分之十七	1.483259 
个子	1.483409 
出谋划策	1.483941 
上金属	1.484207 
碰上	1.485004 
适中	1.486644 
乐芙兰	1.486925 
婆婆	1.487451 
国外	1.487947 
挤压	1.488606 
温十	1.489513 
产假	1.489597 
萌萌哒	1.489606 
癌	1.489808 
电气	1.490082 
大王	1.490365 
喜	1.490473 
财运	1.491471 
一看上去	1.492262 
编号	1.492322 
外地	1.492502 
运货	1.492902 
肤色	1.492973 
金牌	1.493426 
数位	1.494832 
微星	1.494956 
促销	1.495713 
出游	1.496830 
飞舞	1.496989 
浪	1.497209 
偏下	1.497836 
图像	1.497975 
国企	1.498793 
路途	1.498856 
毋庸	1.500322 
高超	1.500519 
狮	1.500789 
言而有信	1.501494 
耐心	1.501959 
朗朗上口	1.502069 
祝越	1.502493 
素高	1.503676 
3千6	1.504500 
哈哈哈哈哈	1.504513 
质量关	1.504651 
便携式	1.504872 
俏	1.505274 
舌战	1.506602 
冷若冰霜	1.507288 
上月	1.507551 
翻过	1.507695 
稳妥	1.508513 
货品	1.509434 
大清早	1.510042 
飞行堡垒	1.510127 
极致	1.510816 
茫茫	1.511412 
亲手	1.511478 
雨	1.511724 
以防	1.512244 
实力	1.512401 
东方	1.513527 
丰挺	1.514090 
干练	1.514182 
宏图	1.514635 
按时	1.515108 
专业课	1.515227 
荐	1.515288 
招牌	1.515890 
看得出	1.516021 
指导	1.517065 
风箱	1.519406 
高高的	1.519563 
世间	1.519659 
毅	1.520134 
惠东	1.520390 
合并	1.520545 
遇上	1.521345 
个纸箱	1.521402 
个办法	1.522260 
甚	1.523985 
心潮澎湃	1.524215 
潜	1.524712 
老花镜	1.525467 
形状	1.525532 
